"POINT (-49.581757 -14.578102)",5219704.000000,SANTA TEREZINHA DE GOIAS,Municipal,Urbana,52011429.000000,ESCOLA MUNICIPAL VEREADOR JOSE XAVIER NAVARRO,76500000.000000,AVENIDA JOSE GOMES,SN,,JOSE GOMES,-14.578102,-49.581757,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.233582 -15.173649)",5208608.000000,GOIANESIA,Municipal,Rural,52016374.000000,ESC MUL PROF FRANCISCO DE ASSIS PEREIRA,76380000.000000,RUA VILMAR RIBEIRO DE CASTRO,SN,POVOADO CAFELANDIA,ZONA RURAL,-15.173649,-49.233582,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.125 -15.3095)",5208608.000000,GOIANESIA,Municipal,Urbana,52016510.000000,ESCOLA MUNICIPAL PADRE JESUS OSES PAGOLO,76380000.000000,RUA 17,"150",,NOSSA SENHORA DA PENHA,-15.309500,-49.125000,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.112889 -15.327263)",5208608.000000,GOIANESIA,Municipal,Urbana,52016560.000000,ESCOLA MUNICIPAL IMORVIDES NAVES,76380000.000000,RUA 37,"741",,PRIMAVERA I,-15.327263,-49.112889,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.1337 -15.313684)",5208608.000000,GOIANESIA,Municipal,Urbana,52016650.000000,ESC MUL ANTONIO OTTONI DA SILVA,76380000.000000,RUA 3,"204",,VILA NOVA AURORA,-15.313684,-49.133700,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.945284 -15.565941)",5211206.000000,ITAPURANGA,Estadual,Urbana,52017745.000000,ESCOLA ESTADUAL ZICO COELHO,76680000.000000,AV FARNESE RABELO,"410",,CENTRO,-15.565941,-49.945284,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.578668 -14.765451)",5216908.000000,PILAR DE GOIAS,Municipal,Urbana,52018911.000000,ESCOLA MUNICIPAL O SABIDINHO,76370000.000000,PRACA DA CAVALHADA,"401",,CENTRO,-14.765451,-49.578668,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.803622 -15.153942)",5218904.000000,RUBIATABA,Municipal,Urbana,52019578.000000,PRE ESC PEQUENO POLEGAR,76350000.000000,RUA PIASSABA,,,RUBIATABINHA,-15.153942,-49.803622,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-48.982174 -16.354759)",5201108.000000,ANAPOLIS,Municipal,Urbana,52021360.000000,ESCOLA MUNICIPAL MOACYR ROMEU COSTA,75134070.000000,RUA CAMPO BELO,SN,,BAIRRO PARAISO,-16.354759,-48.982174,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-48.95844 -16.316073)",5201108.000000,ANAPOLIS,Municipal,Urbana,52021513.000000,ESCOLA PAROQUIAL SANTO ANTONIO,75040010.000000,RUA LEOPOLDO DE BULHOES,,,CENTRO,-16.316073,-48.958440,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-48.99019 -16.277594)",5201108.000000,ANAPOLIS,Municipal,Urbana,52021793.000000,ESCOLA MUNICIPAL REALINO JOSE DE OLIVEIRA,75053510.000000,GVE QD 08 LT 20,,,JANDAIA,-16.277594,-48.990190,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.678 -16.3603)",5201603.000000,ARACU,Estadual,Urbana,52022188.000000,ESCOLA ESTADUAL PRESIDENTE ARTUR COSTA E SILVA,75410000.000000,AVENIDA JOAO DE FARIA,"13",,CENTRO,-16.360300,-49.678000,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.631516 -15.762192)",5210604.000000,ITAGUARU,Municipal,Urbana,52024199.000000,ESC MUL PROFA BELISARINA GALDINO DE OLIVEIRA,76660000.000000,AV BENEDITO FERREIRA DE CASTRO,SN,,CENTRO,-15.762192,-49.631516,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.436895 -15.850097)",5211800.000000,JARAGUA,Municipal,Rural,52025101.000000,ESC MUL NOSSA SENHORA APARECIDA,76330000.000000,POVOADO DE VILA APARECIDA,,,,-15.850097,-49.436895,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.316615 -16.37106)",5215009.000000,NOVA VENEZA,Municipal,Urbana,52025608.000000,ESCOLA MUNICIPAL TEREZA ZANINI PEIXOTO,75470000.000000,RUA DOMINGOS FAQUIM,SN,,CENTRO,-16.371060,-49.316615,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.599823 -16.05692)",5221007.000000,TAQUARAL DE GOIAS,Municipal,Urbana,52026418.000000,ESCOLA MUNICIPAL AURELIO GALDINO DE OLIVEIRA,76640000.000000,RUA SANTOS DUMONT,SN,,CENTRO,-16.056920,-49.599823,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-50.551227 -16.294959)",5205703.000000,CORREGO DO OURO,Municipal,Urbana,52026728.000000,ESCOLA MUNICIPAL ANA MORATO,76145000.000000,AV MAL ALENCAR CASTELO BRANCO,"72",,CENTRO,-16.294959,-50.551227,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-51.274266 -16.562544)",5211602.000000,IVOLANDIA,Municipal,Rural,52027775.000000,ESCOLA MUNICIPAL FRANCISCO BUENO DE MORAIS,76130000.000000,DISTRITO DE CAMPOLANDIA,SN,,ZONA RURAL,-16.562544,-51.274266,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-50.950626 -16.430771)",5213400.000000,MOIPORA,Municipal,Rural,52027910.000000,ESC MUL CONEGUDES J RABELO,76135000.000000,POV SAO SEBASTIAO DO R CLARO,,,DISTRITO,-16.430771,-50.950626,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.9552 -16.4649)",5201306.000000,ANICUNS,Municipal,Urbana,52028798.000000,ESC MUL MANOEL GARCEZ BUENO,76170000.000000,RUA 3,SN,,VILA OLINDA,-16.464900,-49.955200,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-50.305085 -16.205577)",5219001.000000,SANCLERLANDIA,Municipal,Urbana,52029859.000000,ESC MUL SARJOB RODRIGUES DE MENDONCA,76160000.000000,RUA 5 DE JANEIRO,,,SETOR UNIVERSITARIO,-16.205577,-50.305085,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.273219 -16.759616)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030601.000000,COLEGIO ESTADUAL CRUZEIRO DO SUL,74917260.000000,AV DAS ROSAS QD 03,SN,,CRUZEIRO DO SUL,-16.759616,-49.273219,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.272957 -16.741417)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030610.000000,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,74970760.000000,RUA CURIMATA,SN,,SETOR DOS AFONSOS,-16.741417,-49.272957,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.243378 -16.821677)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030628.000000,COLEGIO ESTADUAL MACHADO DE ASSIS,74980100.000000,RUA SAO DOMINGOS,,,CENTRO,-16.821677,-49.243378,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.25504 -16.732184)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030652.000000,COLEGIO ESTADUAL CECILIA MEIRELLES,74911560.000000,RUA 29 ESQ C STO ANDRE QD65B,SN,,SANTO ANTONIO,-16.732184,-49.255040,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.329407 -16.765385)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030660.000000,COLEGIO ESTADUAL GARAVELO PARK,74932640.000000,RUA 43E QD84 ESQC 44E,,,SETOR GARAVELO PARK,-16.765385,-49.329407,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.287129 -16.799801)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030679.000000,COLEGIO ESTADUAL PROFESSOR JOSE LOPES RODRIGUES,74988370.000000,RUA 136,,,JARDIM TROPICAL,-16.799801,-49.287129,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.358418 -16.804906)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030776.000000,COLEGIO ESTADUAL ALTO PARAISO,74948115.000000,RUA CABO FRIO QD25 LT19,,,ALTO PARAISO,-16.804906,-49.358418,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.286672 -16.783365)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030814.000000,COLEGIO ESTADUAL PROFESSORA TELMA VIEIRA DE SALES,74953030.000000,RUA X2,,,AMERICAN PARK,-16.783365,-49.286672,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.244553 -16.800874)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030822.000000,COLEGIO ESTADUAL ANTONIO ALVES FORTES,74982310.000000,PC DAS BANDEIRAS,SN,,JARDIM CRISTAL,-16.800874,-49.244553,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.311925 -16.800869)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030830.000000,COLEGIO ESTADUAL BOA ESPERANCA,74957140.000000,RUA BRASILIA Q 11,SN,,PARQUE DAS NACOES,-16.800869,-49.311925,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.243367 -16.822434)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030873.000000,COLEGIO ESTADUAL DOM PEDRO I,74980060.000000,RUA JOAO BATISTA TOLEDO,"18",,CENTRO,-16.822434,-49.243367,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.270366 -16.823582)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030881.000000,COLEGIO ESTADUAL IRMA ANGELICA,74968350.000000,AV INDEPENDENCIA,QD04 LT9,,JARDIM MONTE CRISTO,-16.823582,-49.270366,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.225289 -16.78766)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030890.000000,COLEGIO ESTADUAL ITAGIBA LAUREANO DORNELES,74923070.000000,RUA 07,"388",,VILA SAO PEDRO,-16.787660,-49.225289,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.239274 -16.736972)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52030903.000000,ESCOLA MUNICIPAL JARDIM BELA VISTA,74980970.000000,R 27 A QD 6 LT 8,,,JARDIM BELA VISTA,-16.736972,-49.239274,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.290922 -16.758169)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52030911.000000,ESC MUL VERA CRUZ II,74980970.000000,R H55 QD 154,SN,,CIDADE VERA CRUZ II,-16.758169,-49.290922,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.270527 -16.784838)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030920.000000,COLEGIO ESTADUAL MANE VENTURA,74952560.000000,AVENIDA V8 ESQUINA COM L8,,,PAPILLON PARK,-16.784838,-49.270527,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.359397999942 -16.784897387928)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030938.000000,COLEGIO ESTADUAL MARIA DE FATIMA SANTANA,74980970.000000,RUA 34 QD 48,,,CONDOMINIO ESMERALDA,-16.784897,-49.359398,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.233406 -16.850122)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030946.000000,COLEGIO ESTADUAL MARIA JOANA DE JESUS,74989190.000000,AV EDILBERTO VEIGA JARDIM,,,ROSA DOS VENTOS,-16.850122,-49.233406,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.288069 -16.822072)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030962.000000,COLEGIO ESTADUAL MARSOMILTO ALVES OLIVEIRA,74967150.000000,RUA 22,,,INDEPENDENCIA,-16.822072,-49.288069,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.295682 -16.777823)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52030970.000000,ESCOLA MUNICIPAL ARI CAETANO DA COSTA,74952490.000000,RUA A ESQ C RUA H 157 E AV V 8,SN,,CIDADE VERA CRUZ I,-16.777823,-49.295682,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.277115 -16.74791)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030989.000000,COLEGIO ESTADUAL NOVA ERA,74980000.000000,RCINELANDIA ESQ C AV BARAO DO RIO BRANCO,,,JARDIM NOVA ERA,-16.747910,-49.277115,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.235895 -16.822529)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52030997.000000,ESCOLA ESTADUAL OLIMPIO ALVES,74987740.000000,RUA CEL JOAO BATISTA DE TOLEDO,"579",,VILA SOUZA,-16.822529,-49.235895,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.223228 -16.741541)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031004.000000,ESCOLA MUNICIPAL PARQUE FLAMBOYANT,74920789.000000,25 DE DEZEMBRO,SN,QD-11 LT-06/07,PARQUE FLAMBOYANT,-16.741541,-49.223228,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.253785 -16.770152)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031012.000000,ESCOLA MUNICIPAL PARQUE SANTA CECILIA,74919280.000000,"39",SN,QD. 13 AREA B,JARDIM BONANA,-16.770152,-49.253785,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.274535 -16.75843)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031020.000000,COLEGIO ESTADUAL PETRONIO PORTELLA,74917200.000000,RUA DOS MARMELOS QD01 LT01,"01",,CJ CRUZEIRO DO SUL,-16.758430,-49.274535,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.305434 -16.808865)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031063.000000,COLEGIO ESTADUAL RODOLFO DE OLIVEIRA,74967410.000000,AV ARGELIA QD K1 LT25,,,INDEPENDENCIA,-16.808865,-49.305434,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.258361 -16.760485)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031080.000000,COLEGIO ESTADUAL RUI BARBOSA,74913360.000000,AV MANGUEIRAS,,,VILA ALZIRA,-16.760485,-49.258361,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.278903 -16.766041)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031101.000000,ESCOLA MUNICIPAL CIDADE SATELITE SAO LUIZ,74920520.000000,RUA AMERICANO DO BRASIL,,QD 71 LT 6 A 8,CIDADE SATELITE SAO LUIZ,-16.766041,-49.278903,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.285451 -16.823613)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031110.000000,COLEGIO ESTADUAL SEVERINA MARIA DE JESUS,74980970.000000,AVDOM FERNANDO,,,CIDADE LIVRE,-16.823613,-49.285451,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.334487 -16.789792)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031136.000000,ESCOLA ESTADUAL SIMINO RODRIGUES DE SIQUEIRA,74945500.000000,AV DA LUZ,,,GOIANIA PARK SUL,-16.789792,-49.334487,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.276793 -16.800565)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031152.000000,ESC MUN TELMA REGINA,74954230.000000,RUA DR AGENOR CUPERTINO DE BARROS,"103",,PARK VEIGA JARDIM,-16.800565,-49.276793,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.267803 -16.795875)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031160.000000,ESCOLA MUNICIPAL TERRA PROMETIDA,74980970.000000,RUA JOSEFINA DA VEIGA JUBE,S/N ¦,QD. 14 LT. 1 A 12,SETOR INDUSTRIAL SANTO ANTONIO,-16.795875,-49.267803,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.251616 -16.84046)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031187.000000,ESC MUL DERALDO L DOS SANTOS,74980070.000000,RUA HORTENCIA ESQ COM AV. DAS PALMAS,SN,QD. 18,JARDIM ROSA DO SUL,-16.840460,-49.251616,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.259566 -16.748535)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031195.000000,ESCOLA MUNICIPAL GUIOMAR ROSA DE OLIVEIRA,74914360.000000,DO IPE,"00",,JARDIM MARIA INS,-16.748535,-49.259566,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.2271 -16.758873)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031217.000000,ESC MUL JOANA ANGELICA RISSARIS PAGANIN,74922800.000000,RUA X 16 ESQ COM P 5,SN,,RES SANTA LUZIA,-16.758873,-49.227100,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.320785 -16.799535)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031225.000000,ESCOLA MUNICIPAL MARIA GOMES DA SILVA,74958290.000000,RUA JOSE MAGALHAES RIOS,SN,QD R-10 S/N,COLONIAL SUL,-16.799535,-49.320785,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.289409 -16.811786)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031233.000000,ESCOLA MUNICIPAL ROQUE INOCENCIO MENDES,74967920.000000,RUA 01 ESQ C64,SN,,INDEPENDENCIA,-16.811786,-49.289409,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.240448 -16.825298)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031241.000000,ESCOLA MUNICIPAL SANTO ANTONIO,74920060.000000,RUA ANTONIO TORRES QD 100 LT 07,"00",Q. 100 L. 07,CD SATELITE SAO LUIS,-16.825298,-49.240448,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.277156 -16.831423)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031250.000000,ESCOLA MUNICIPAL RAIMUNDO COELHO DOS SANTOS,74971140.000000,"15","00",AREA,SETOR MARISTA SUL,-16.831423,-49.277156,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.292639 -16.827443)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031314.000000,COLEGIO ESTADUAL COLINA AZUL,74970590.000000,RUA DAS GAIVOTAS,SN,,COLINA AZUL,-16.827443,-49.292639,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.318045 -16.764055)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031322.000000,COLEGIO ESTADUAL DIVALDO DIVINO DE SOUZA,74933550.000000,AV GUAJUPIA,SN,,CARDOSO II,-16.764055,-49.318045,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.296912 -16.758112)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031330.000000,COLEGIO ESTADUAL ESTRELA DO SUL,74940480.000000,RUA H43,SN,,CJ ESTRELA DO SUL,-16.758112,-49.296912,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.329847 -16.819556)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031349.000000,COLEGIO ESTADUAL JARDIM CASCATA,74960350.000000,RUA C5 ESQ C C 10,SN,,JARDIM CASCATA,-16.819556,-49.329847,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.286942 -16.775781)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031357.000000,COLEGIO ESTADUAL MANSOES PARAISO,74952020.000000,RUA J 76 QD 62,,,MANSOES PARAISO,-16.775781,-49.286942,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.22794 -16.832367)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031365.000000,ESC MUL NOVA OLINDA,74988610.000000,AV. IMPERIAL,,QD 21 LT 1,NOVA OLINDA,-16.832367,-49.227940,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.300259 -16.821153)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031420.000000,ESC MUL ANTONIO ALVES NETO,74980970.000000,AV JUSCELINO KUBTSCHEK,SN,AREA PUBLICA,JARDIM RIVIERA,-16.821153,-49.300259,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.297511 -16.765529)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031438.000000,ESC MUL CIDADE VERA CRUZ,74936530.000000,H 104,SN,,CIDADE VERA CRUZ,-16.765529,-49.297511,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.247619 -16.774003)",5201405.000000,APARECIDA DE GOIANIA,Municipal,Urbana,52031446.000000,ESC MUL ADELINO ARIANE,74919374.000000,AV. ODORICO NERY QD.43,SN,,VILA MARIA,-16.774003,-49.247619,AJUSTADA,Localização confirmada via Google Earth e Google Maps
"POINT (-49.249325 -16.820529)",5201405.000000,APARECIDA DE GOIANIA,Estadual,Urbana,52031454.000000,COLEGIO ESTADUAL JESUS CONCEICAO LEAL,74980970.000000,RUA TOULON QD10,,,RESVILLAGE GARAVELO,-16.820529,-49.249325,AJUSTADA,Localização confirmada via Google Earth e Google Maps
